Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2014,Y,85732843,Lucas,Chow,Male,25-Oct-89,Langley,Y,N,N,Y,N,N,N,N,,
2016,Y,42505400,Aaron,Fitzpatrick,Male,25-Feb-67,Pitt Meadows,N,N,N,N,N,N,N,N,,
2000,Y,79401320,Charlotte,Chen,Female,09-Oct-50,Colwood,Y,N,N,N,N,N,N,N,,
2008,N,51361851,Layla,Gonzalez,Female,14-Jan-56,Dawson Creek,Y,N,N,N,N,N,N,Y,,
2021,Y,50752405,Avery,Hickins,Female,13-Aug-04,Richmond,Y,N,N,N,N,N,N,N,,
2005,N,99395152,Lincoln,Collins,Male,06-Nov-88,Courtenay,Y,N,N,N,N,N,N,Y,,
2014,N,20357305,Adrian,Parker,Male,18-Feb-58,Cranbrook,Y,N,Y,N,N,N,N,Y,,
2014,Y,99427456,Sadie,Li,Female,14-Nov-68,Greenwood,N,N,N,N,N,N,N,N,,
2013,Y,51520977,Madelyn,Davis,Female,26-Jun-97,Kamloops,N,N,N,N,N,N,N,N,,
2019,Y,47209752,Asher,Lewis,Male,16-Nov-86,Parksville,N,N,N,Y,N,N,N,N,,
2013,Y,44621027,Sadie,Fadden,Female,17-Nov-78,Fernie,Y,N,N,N,N,N,N,N,,
2002,Y,78810623,Allison,Perez,Female,30-Jun-93,Enderby,N,N,N,N,N,N,N,N,,
2021,N,95392621,Wyatt,Yanick,Male,31-Oct-51,Revelstoke,N,N,N,N,N,N,N,N,,10-Mar-23
2014,Y,11795317,Victoria,Reed,Female,14-Aug-62,West Kelowna,Y,N,N,Y,Y,N,Y,N,,
2001,Y,18169049,Dylan,Bryant,Male,25-Aug-00,Kelowna,N,Y,N,N,N,N,N,N,,
2015,Y,47839860,Nora,Amyot,Female,17-Aug-92,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2016,Y,54347899,Sarah,Bellerose,Female,17-May-92,Chilliwack,N,N,N,Y,N,N,Y,N,,
2013,Y,36709873,Alex,Johnson,Male,07-Dec-50,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2007,Y,21581516,Hannah,Bennett,Female,27-Jul-74,Revelstoke,Y,N,N,Y,N,N,N,N,,
2019,Y,35168231,Audrey,Ferguson,Female,21-Aug-52,Kelowna,Y,N,N,Y,N,N,Y,N,,
2015,Y,18935209,Allison,Campbell,Female,12-Oct-58,Powell River,N,N,N,N,N,N,N,N,,
2000,Y,66896233,Jade,Lakhani,Female,15-Jun-05,Powell River,Y,N,N,Y,N,N,N,N,,
2014,Y,27340113,Raelynn,Collins,Female,31-Jul-61,Castlegar,Y,N,N,Y,N,N,Y,N,,
2011,Y,80387105,Aubrey,Amyot,Female,28-Oct-86,Williams Lake,Y,N,N,Y,N,N,Y,N,,
2022,Y,31401501,Layla,Bryant,Female,31-Aug-88,Kelowna,N,N,N,N,N,N,N,N,,
2005,Y,29472607,Sadie,Dari,Female,19-Jan-80,Quesnel,N,N,N,Y,N,N,Y,N,,
2014,Y,59486410,Sophia,Simmons,Female,17-Oct-74,Parksville,N,N,N,N,N,N,N,N,,
2007,Y,21103263,Chris,Viswam,Male,12-Jul-66,New Westminster,N,N,N,N,N,N,N,N,,
2019,Y,76953920,Aubrey,Poirier,Female,18-Aug-67,Nanaimo,N,N,Y,Y,N,N,N,N,,
2000,Y,24862705,Michael,Wright,Male,25-Aug-95,Kimberley,Y,N,N,Y,N,N,Y,N,,
2022,N,44523236,James,Kelly,Male,28-Nov-95,Powell River,N,N,N,N,N,N,N,Y,,
2001,Y,19191045,Victoria,Amyot,Female,25-Sep-60,Prince George,N,N,N,N,N,N,N,N,,
2002,Y,63601635,Tom,Blanchard,Male,06-Mar-94,West Kelowna,Y,N,N,N,N,N,N,N,,
2020,Y,43597155,Adrian,Price,Male,02-Apr-52,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2000,N,47942956,Lincoln,Lakhani,Male,24-Jan-80,Williams Lake,Y,N,N,N,N,N,N,N,,
2015,Y,16163541,Wyatt,Patton,Male,18-Dec-85,Mission,Y,N,N,Y,N,N,Y,N,,
2010,Y,51746166,Brooklyn,Parkhurst,Female,30-Oct-66,Revelstoke,N,N,N,N,N,N,N,N,,
2019,Y,52777446,Elizabeth,Johnson,Female,15-May-66,Trail,N,Y,N,Y,N,N,N,N,,
2002,Y,77663472,Dan,Lapointe,Male,20-Jan-91,Parksville,Y,N,N,Y,N,N,Y,N,,
2020,Y,22591029,Mason,Powell,Male,01-Aug-03,Trail,Y,N,Y,N,N,N,N,N,,
2006,Y,89692447,Hudson,Miller,Male,19-Apr-64,Chilliwack,N,N,N,N,N,N,N,N,,
2000,Y,93385429,Aaron,Cooper,Male,13-Sep-55,Grand Forks,N,N,N,N,N,N,N,N,,
2019,Y,84094000,Autumn,Parkin,Female,02-Mar-61,Langley,Y,N,N,N,N,N,N,N,,
2022,Y,47716363,Elijah,Parkin,Male,04-Apr-92,Duncan,N,N,N,N,N,N,N,N,,
2007,Y,93218675,James,Martin,Male,24-Oct-04,Castlegar,Y,N,N,N,N,N,N,N,,
2010,Y,81061925,Charles,Landry,Male,12-Apr-83,Salmon Arm,Y,N,N,N,N,N,N,N,,
2003,Y,63239028,Audrey,Jepp,Female,20-Feb-88,Quesnel,Y,N,N,N,N,N,N,N,,
2007,Y,34099784,Hazel,Chan,Female,05-Feb-66,Quesnel,N,N,N,Y,N,N,Y,N,,
2009,Y,94867059,Amelia,Ouellet,Female,01-Jul-67,Salmon Arm,N,N,N,Y,N,N,Y,N,,
2000,Y,82790839,Isabell,Martinez,Female,27-Dec-67,Duncan,N,N,N,Y,N,N,N,N,,
2020,Y,77675936,David,Girard,Male,07-Jul-92,Fort St. John,Y,N,N,Y,N,N,N,N,,
2014,Y,44942551,Michael,Cooper,Male,08-Nov-93,Duncan,N,N,N,N,N,N,N,N,,
2022,Y,75017341,Samantha,Leblanc,Female,11-Jan-05,Cranbrook,N,N,N,Y,N,N,Y,N,,
2014,Y,65230250,Gabe,Lefebvre,Male,06-Apr-67,Armstrong,N,N,N,Y,N,N,Y,N,,
2005,Y,73053479,Clara,Parker,Female,05-Apr-62,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2002,Y,68246343,Gabe,Poirier,Male,12-Nov-96,West Kelowna,N,N,N,Y,N,N,Y,N,,
2017,Y,74732759,Aaron,Lee,Male,01-May-05,Surrey,Y,N,N,Y,N,N,Y,N,,
2001,Y,79664794,Dan,Griffin,Male,20-Dec-49,Port Alberni,N,N,N,N,N,N,N,N,,
2001,Y,89544474,Asher,Nicholas,Male,20-Nov-58,Kamloops,Y,N,N,N,N,N,N,N,,
2006,Y,40848459,Nolan,Bellerose,Male,03-Jul-58,Burnaby,N,N,N,N,N,N,N,N,,
2006,Y,52409397,Elijah,Davis,Male,24-Apr-80,Port Moody,Y,N,N,Y,N,N,N,N,,
2022,Y,70043652,Samantha,Bell,Female,26-Dec-62,White Rock,N,N,N,N,N,N,N,N,,
2018,Y,87385864,Wyatt,Wood,Male,08-Dec-57,Parksville,Y,N,N,Y,N,N,Y,N,,
2001,Y,30820927,Ethan,Hebert,Male,28-Aug-95,Greenwood,Y,N,N,Y,N,N,N,N,,
2017,Y,12455867,Adrian,Roberts,Male,14-Jun-72,Colwood,N,N,N,Y,N,N,N,N,,
2022,Y,58916410,Aiden,Parquis,Male,22-May-93,Abbotsford,N,N,N,Y,N,N,Y,N,,
2006,Y,96389017,Jack,Basque,Male,17-Jul-49,Castlegar,Y,N,N,Y,Y,N,N,N,,
2018,Y,97922363,Jacob,Chang,Male,14-May-69,Trail,N,N,Y,Y,N,N,N,N,,
2014,Y,50296532,Paisley,Fraser,Female,14-Feb-92,Chilliwack,N,N,N,N,N,N,N,N,,
2012,Y,79982337,Hudson,Simmons,Male,21-Feb-87,Revelstoke,N,N,N,N,N,N,N,N,,
2015,Y,42689315,Stella,Harris,Female,28-Nov-67,Langley,Y,N,N,Y,N,N,N,N,,
2000,N,43203073,Kaitlyn,Reid,Female,23-Apr-83,Fort St. John,Y,N,N,N,N,N,N,Y,,
2013,Y,77759066,Kaitlyn,Desjardins,Female,22-May-81,Pitt Meadows,N,N,N,Y,N,N,Y,N,,
2011,N,96192508,Hailey,Nicholas,Female,02-May-91,Castlegar,Y,N,N,N,N,N,N,Y,,
2019,Y,55212450,Ben,Ho,Male,20-Nov-01,Dawson Creek,N,N,N,Y,N,N,Y,N,,
2007,Y,37548286,Chris,Zacher,Male,16-Apr-94,Victoria,Y,N,N,Y,N,N,N,N,,
2012,Y,76778517,Andrew,Longpoint,Male,01-May-88,Powell River,Y,N,Y,Y,N,N,N,N,,
2009,Y,57485331,Lincoln,Armstrong,Male,07-Oct-50,Vernon,N,N,N,Y,Y,N,Y,N,,
2017,Y,65173629,Hannah,Hughes,Female,16-Nov-86,Dawson Creek,Y,N,N,N,N,N,N,N,,
2005,Y,94433500,Grace,Phillips,Female,02-Apr-62,Maple Ridge,Y,N,N,Y,Y,N,N,N,,
2001,Y,48655454,Gabe,Reed,Male,07-Nov-95,Rossland,Y,N,N,Y,N,N,Y,N,,
2005,Y,16615355,Charles,Perez,Male,24-Dec-93,Prince George,N,N,N,Y,N,N,N,N,,
2000,Y,32124960,Audrey,Born,Female,20-Mar-58,Kamloops,N,N,N,N,N,N,N,N,,
2002,Y,34144286,Chris,Mitchell,Male,12-Jul-55,Courtenay,Y,N,N,Y,N,N,Y,N,,
2010,N,68042294,Savannah,Siermachesky,Female,30-Mar-80,North Vancouver,Y,N,N,N,N,N,N,Y,,
2002,Y,57305519,Sadie,McKinney,Female,07-Mar-80,Penticton,N,N,N,Y,N,N,N,N,,
2018,N,43496410,Emilia,Claus,Female,10-Mar-89,Campbell River,N,N,N,N,N,N,N,Y,,
2006,Y,23751269,Leo,Turner,Male,13-Jul-53,Greenwood,N,N,N,Y,Y,N,N,N,,
2016,Y,85956546,Lucy,Cote,Female,25-Oct-87,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2019,Y,56967538,Aubrey,Johnson,Female,02-Jul-68,Fernie,N,N,N,N,N,N,N,N,,
2003,Y,63547062,Theo,Kingfisher,Male,15-Apr-84,Trail,Y,N,N,N,N,N,N,N,,
2019,Y,41204490,Logan,King,Male,25-May-97,Trail,N,N,N,N,N,N,N,N,,
2015,Y,31121977,Amelia,Griffin,Female,16-Aug-66,Quesnel,N,N,N,Y,N,N,Y,N,,
2004,Y,82223283,Henry,Perez,Male,29-Oct-67,Richmond,N,N,N,N,N,N,N,N,,
2012,Y,96162042,Clara,Ouellet,Female,25-Feb-01,West Kelowna,Y,N,N,Y,N,N,N,N,,
2015,N,82057653,Jacob,Diaz,Male,17-Sep-85,Chilliwack,N,N,N,N,N,N,N,Y,,
2000,N,59343917,Mason,Viswam,Male,25-Apr-72,Merritt,Y,N,N,N,N,N,N,Y,,
2009,Y,88788824,Isabell,Scott,Female,16-Aug-83,Nanaimo,Y,N,N,Y,N,N,N,N,,
2015,Y,82365732,Josephine,Mitchell,Female,27-Nov-89,Delta,N,N,N,N,N,N,N,N,,
2004,Y,16030016,Julian,Hodgins,Male,11-Apr-74,Langford,Y,N,N,Y,N,N,Y,N,,
2009,Y,74389853,Chris,Hill,Male,27-Dec-58,Kelowna,N,N,N,N,Y,N,N,N,,
2002,N,18615010,Mason,Miyazato,Male,22-May-54,Delta,N,N,N,N,Y,N,N,N,,
2013,Y,32942261,Hannah,Hernandez,Female,29-Dec-60,Dawson Creek,Y,N,N,Y,Y,N,N,N,,
2013,Y,19639890,Aaron,Ford,Male,04-Apr-70,North Vancouver,Y,N,N,N,N,N,N,N,,
2020,Y,75576471,Chris,Hughes,Male,05-Dec-95,Armstrong,N,N,N,Y,N,N,N,N,,
2000,N,81752377,Gabe,Phillips,Male,08-Nov-89,Armstrong,N,N,N,N,N,N,N,N,Waitlisted,27-Jun-09
2013,Y,44452725,Sophie,Walker,Female,01-Apr-83,Williams Lake,Y,N,N,Y,N,N,N,N,,
2005,Y,99835311,Sophie,Coleman,Female,07-Dec-53,Vancouver,N,N,N,Y,Y,N,Y,N,,
2001,Y,90705457,Clara,Dallas,Female,09-Sep-89,Duncan,Y,N,N,N,N,N,N,N,,
2015,Y,80322774,William,Jones,Male,28-Sep-61,Dawson Creek,N,N,N,Y,N,N,Y,N,,
2002,Y,69142172,Ian,Torres,Male,23-Apr-63,Powell River,Y,N,N,N,N,N,N,N,,
2020,Y,79297679,Josephine,Lentz,Female,09-Dec-96,Kimberley,N,N,N,Y,N,N,Y,N,,
2001,Y,40796840,Jade,Brown,Female,07-Aug-99,Revelstoke,N,N,Y,N,N,N,N,N,,
2013,Y,48017803,Joe,McNeill,Male,14-Oct-55,Vernon,Y,N,N,N,N,N,N,N,,
2000,Y,20773506,Raelynn,Viswam,Female,20-Sep-85,Trail,Y,N,N,Y,N,N,Y,N,,
2018,Y,86498204,Leah,Richardson,Female,15-Oct-65,Enderby,N,N,N,Y,N,N,Y,N,,
2019,Y,44866281,Zoe,Miller,Female,01-Apr-60,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2009,Y,27660028,Dylan,Garcia,Male,15-Sep-85,Prince Rupert,N,N,N,Y,N,N,Y,N,,
2022,Y,47410908,Scarlett,Hickins,Female,19-Apr-92,Courtenay,Y,N,N,Y,N,N,N,N,,
2021,Y,56393653,Alice,Bush,Female,07-Mar-74,Port Coquitlam,N,N,Y,Y,N,N,Y,N,,
2002,Y,19116751,Nolan,Decker,Male,02-Aug-66,Williams Lake,Y,N,N,Y,N,N,N,N,,
2005,Y,97378738,Victoria,Herron,Female,12-Mar-78,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2014,Y,59854081,Allison,Hayes,Female,31-Mar-73,Kelowna,Y,N,N,N,N,N,N,N,,
2010,Y,62893017,Nolan,Howard,Male,15-Jan-70,Abbotsford,Y,N,N,N,N,N,N,N,,
2022,Y,46971783,Lincoln,Diaz,Male,28-May-68,Enderby,N,N,N,Y,N,N,N,N,,
2008,Y,34368310,Jacob,Chan,Male,19-Oct-97,Victoria,N,N,N,N,N,N,N,N,,
2001,Y,30042302,Theo,Colwell,Male,14-May-79,Port Alberni,Y,N,N,Y,N,N,Y,N,,
2018,Y,75091112,Charlotte,Wimmons,Female,21-Dec-54,Dawson Creek,N,N,N,Y,N,N,N,N,,
2011,N,87354510,Leo,Miller,Male,15-Aug-62,Rossland,N,N,N,N,Y,N,N,Y,,
2011,Y,34671865,Owen,McCloud,Male,28-Jul-71,Langley,Y,N,N,Y,N,N,Y,N,,
2022,Y,92315054,Lillian,Long,Female,03-Apr-86,Kamloops,Y,N,N,N,N,N,N,N,,
2003,Y,84032522,Chris,Lefebvre,Male,31-Jul-91,Nanaimo,Y,N,N,Y,N,N,Y,N,,
2016,Y,15809507,Lucas,Patel,Male,11-Dec-80,Powell River,Y,N,Y,N,N,N,N,N,,
2007,Y,78676253,James,Bush,Male,22-Dec-98,Greenwood,Y,N,N,N,N,N,N,N,,
2003,Y,96113852,Mason,Flores,Male,19-Jan-53,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2004,Y,84420238,Natalie,Leblanc,Female,09-Jun-90,Port Moody,Y,N,N,Y,N,N,Y,N,,
2011,Y,64185075,Theo,Connors,Male,18-Aug-73,Port Alberni,N,N,N,Y,N,N,Y,N,,
2022,Y,60765627,Chris,Jordan,Male,14-Mar-74,Colwood,Y,N,Y,N,N,N,N,N,,
2021,Y,21803691,Addison,Nguyen,Female,08-Apr-95,Merritt,Y,N,N,Y,N,N,Y,N,,
2011,Y,71754087,Chloe,Anglin,Female,01-Apr-51,Merritt,Y,N,N,Y,N,N,Y,N,,
2016,Y,38808764,Hailey,Diaz,Female,07-Apr-86,Vernon,Y,N,N,N,N,N,N,N,,
2019,N,18855298,Henry,Coleman,Male,20-Nov-64,Port Moody,Y,N,N,N,N,N,N,Y,,
2012,Y,70677444,Charlotte,Chan,Female,23-Jun-62,Richmond,Y,N,N,Y,N,N,Y,N,,
2014,Y,64731729,Scarlett,Martinez,Female,12-Nov-60,Richmond,Y,N,N,Y,N,N,Y,N,,
2018,Y,32867746,Jack,Edwards,Male,12-Jan-65,Courtenay,N,N,N,Y,N,N,Y,N,,
2007,Y,90962443,William,Peterson,Male,20-Sep-66,Rossland,N,N,N,N,N,N,N,N,,
2006,Y,61064920,Clara,Sun,Female,25-Mar-74,Revelstoke,N,N,N,N,N,N,N,N,,
2012,Y,51282189,Henry,Howard,Male,20-Mar-98,Cranbrook,Y,N,Y,Y,N,N,Y,N,,
2009,Y,26797557,Aubrey,Morgan,Female,10-Jan-94,Powell River,N,N,N,N,N,N,N,N,,
2017,Y,81798950,Ryan,Bellefeuille,Male,13-Feb-68,Pitt Meadows,Y,N,N,Y,N,N,N,N,,
2007,Y,21048076,William,Fraser,Male,22-Jun-73,Kamloops,Y,N,N,Y,N,N,N,N,,
2001,Y,57371474,Owen,Basque,Male,21-May-72,Revelstoke,N,N,N,N,N,N,N,N,,
2003,Y,17154405,Theo,Donahoe,Male,20-Aug-74,Parksville,Y,N,N,Y,N,N,N,N,,
2013,Y,35930177,Madison,Miyazato,Female,09-Jun-62,Penticton,Y,N,N,N,N,N,N,N,,
2008,Y,87044015,Raelynn,Dallas,Female,20-Jan-67,Cranbrook,Y,N,N,Y,N,N,Y,N,,
2020,Y,91618038,Adrian,Wimmons,Male,06-Jan-57,Penticton,N,N,N,N,Y,N,N,N,,
2012,Y,39139220,Nora,Parkhurst,Female,24-Jul-82,Fort St. John,N,N,N,N,N,N,N,N,,
2003,Y,83552828,Owen,Bellefeuille,Male,23-Jun-55,Armstrong,Y,N,Y,N,N,N,N,N,,
2000,Y,89140579,Nolan,Rivera,Male,16-Sep-78,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2018,Y,63456857,Josephine,Li,Female,23-Jun-51,Enderby,Y,N,N,Y,N,N,Y,N,,
2008,Y,79298071,Jack,Allen,Male,31-Jul-03,Dawson Creek,Y,N,N,N,N,N,N,N,,
2018,N,74140622,Layla,Lefebvre,Female,05-Oct-95,Trail,Y,N,N,N,N,N,N,Y,,
2007,Y,32084149,Alice,Johnson,Female,22-Mar-72,Richmond,Y,N,N,Y,N,N,Y,N,,
2003,Y,17222983,Aubrey,Benedict,Female,01-Mar-02,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2022,N,86048552,Luke,Wiman,Male,07-Dec-65,Prince George,N,N,N,N,N,N,N,Y,,
2009,Y,56348069,Matt,Lopez,Male,02-Mar-61,Port Coquitlam,N,N,N,Y,Y,N,Y,N,,
2010,Y,91314302,Andrew,Longpoint,Male,22-Apr-61,Kimberley,Y,N,N,N,N,N,N,N,,
2017,Y,20213434,Cam,Foster,Male,19-Jul-99,Prince Rupert,N,N,N,Y,N,N,Y,N,,
2000,Y,73495166,Logan,Blanchard,Male,08-Apr-93,Mission,Y,N,Y,N,N,N,N,N,,
2022,Y,26296252,Jade,MacDonald,Female,07-Apr-85,Campbell River,N,N,N,N,N,N,N,N,,
2012,Y,21023829,Lucas,Parquis,Male,13-Aug-68,Enderby,N,N,N,N,N,N,N,N,,
2011,Y,56030820,Emily,Wilkinson,Female,01-Nov-86,Courtenay,N,N,N,Y,N,N,Y,N,,
2012,Y,52216572,Lincoln,Lee,Male,15-Jun-00,Abbotsford,N,N,N,Y,N,N,Y,N,,
2014,Y,25223675,Riley,Flores,Female,19-Feb-89,White Rock,Y,N,N,Y,N,N,N,N,,
2003,Y,87229112,Sam,Bouchard,Male,14-Jan-76,Powell River,N,N,N,N,N,N,N,N,,
2012,N,18118799,Oliver,Mayer,Male,02-Jun-00,Enderby,N,N,N,N,N,N,N,N,Waitlisted,24-Feb-16
2013,Y,59439693,Samantha,Morris,Female,18-Aug-69,Greenwood,N,N,Y,Y,N,N,Y,N,,
2019,Y,19023399,Matt,Yoshida,Male,06-Mar-83,Quesnel,N,N,N,N,N,N,N,N,,
2017,Y,51053250,Gabe,Morris,Male,06-Apr-76,Coquitlam,N,N,N,N,N,N,N,N,,
2012,Y,57984744,Aaron,Russell,Male,14-Jun-69,Castlegar,Y,N,N,N,N,N,N,N,,
2008,Y,14349720,Ben,Martinez,Male,20-Apr-93,Castlegar,N,N,N,N,N,N,N,N,,
2012,Y,58079143,Chloe,Chow,Female,22-Mar-80,Vernon,Y,N,N,Y,N,N,Y,N,,
2000,Y,52593686,Savannah,Reed,Female,02-Aug-50,Terrace,N,N,N,N,N,N,N,N,,
2012,Y,96469830,Julian,Meadows,Male,15-Oct-80,Mission,Y,N,N,Y,N,N,N,N,,
2020,Y,64461230,John,Perry,Male,20-Jan-63,Armstrong,Y,N,N,Y,N,N,N,N,,
2015,Y,24900018,Rebecca,Fitzpatrick,Female,18-Mar-68,Greenwood,Y,N,N,N,N,N,N,N,,
2009,Y,69640475,Emily,Fraser,Female,03-Oct-95,Pitt Meadows,N,N,N,N,N,N,N,N,,
2011,Y,75217741,Grace,Martin,Female,17-Jun-97,Vernon,Y,N,N,Y,N,N,Y,N,,
2015,Y,30307822,Naomi,Danford,Female,31-Jul-01,Vancouver,Y,N,N,N,N,N,N,N,,
2012,Y,25944357,Maria,Gonzalez,Female,19-Mar-92,Dawson Creek,N,N,N,Y,N,N,Y,N,,
2006,Y,48919194,Jacob,Jenkins,Male,21-May-80,Enderby,Y,N,N,Y,N,N,Y,N,,
2000,Y,16312791,Jack,Hamilton,Male,19-Mar-61,Cranbrook,Y,N,N,Y,N,N,Y,N,,
2006,Y,30612621,Adrian,Hickins,Male,07-Oct-54,Vernon,Y,N,Y,N,N,N,N,N,,
2022,Y,66057905,Paisley,Jenkins,Female,25-Apr-01,Cranbrook,N,N,N,N,N,N,N,N,,
2014,Y,89871695,Sadie,Wessels,Female,11-May-75,Langley,Y,N,N,N,N,N,N,N,,
2006,Y,26039380,David,Jacob,Male,29-Jan-84,Williams Lake,N,N,N,Y,N,N,N,N,,
2017,Y,11841073,Julian,Mitchell,Male,19-Oct-02,Chilliwack,Y,N,N,N,N,N,N,N,,
2000,Y,18541758,Liam,Torres,Male,14-Aug-04,New Westminster,N,N,N,Y,N,N,Y,N,,
2021,Y,60809040,Kaitlyn,Forland,Female,21-Apr-91,Castlegar,Y,N,N,Y,N,N,Y,N,,
2015,Y,38808608,Michael,Antoine,Male,01-May-95,Greenwood,Y,N,N,N,N,N,N,N,,
2011,Y,56622692,Ben,Amyot,Male,06-May-88,Kamloops,N,N,N,Y,N,N,Y,N,,
2020,Y,29275001,Stella,Phillips,Female,03-Oct-93,Armstrong,N,N,N,N,N,N,N,N,,
2004,Y,34208859,Gabe,Simard,Male,15-Jun-67,Enderby,Y,N,N,N,N,N,N,N,,
2006,Y,14594811,Lillian,Hamilton,Female,08-Jul-54,Castlegar,N,N,N,N,N,N,N,N,,
2013,Y,25821652,Alex,McDonald,Male,18-Dec-52,West Kelowna,N,N,N,Y,N,N,Y,N,,
2003,Y,55894557,Ben,Lee,Male,27-Nov-63,Kimberley,N,N,N,Y,N,N,Y,N,,
2022,Y,87101945,Aaron,Henderson,Male,07-Sep-61,Abbotsford,Y,N,N,Y,N,N,N,N,,
2015,Y,69311970,Brooklyn,Nastic,Female,03-May-76,Courtenay,N,N,N,N,N,N,N,N,,
2003,Y,35969901,Logan,Roy,Male,19-Nov-76,Langford,N,N,N,Y,N,N,N,N,,
2005,Y,21332222,Jack,Lakhani,Male,10-Mar-84,Terrace,N,N,N,N,N,N,N,N,,
2012,Y,62698980,Dylan,Brasseur,Male,13-Nov-60,Vancouver,N,N,N,Y,N,N,N,N,,
2010,Y,27232053,Addison,Evans,Female,16-May-91,Colwood,Y,N,N,Y,N,N,N,N,,
2011,Y,40904518,John,McNeill,Male,22-Dec-99,Parksville,N,N,N,Y,N,N,Y,N,,
2014,Y,53933902,Matt,Garcia,Male,10-Jul-68,Chilliwack,N,N,N,N,N,N,N,N,,
2002,Y,27367844,Sarah,Butler,Female,03-Dec-50,Port Coquitlam,N,N,N,Y,N,N,N,N,,
2016,N,55518032,David,Anglin,Male,23-Aug-99,Courtenay,N,N,N,N,N,N,N,Y,,
2008,Y,18173511,Aaron,Longpoint,Male,17-Mar-91,West Kelowna,N,N,N,N,N,N,N,N,,
2000,Y,50592420,Josephine,Torres,Female,14-Jun-97,Parksville,N,N,N,N,N,N,N,N,,
2012,Y,64667210,Elizabeth,Anglin,Female,02-Apr-03,Campbell River,Y,N,N,N,N,N,N,N,,
2004,Y,63430539,Victoria,Nicholas,Female,15-Aug-76,Penticton,Y,N,N,Y,N,N,Y,N,,
2000,N,12053926,Evelyn,Pelletierr,Female,07-Jul-91,Campbell River,N,N,N,N,N,N,N,N,Waitlisted,24-Jun-17
2006,Y,23175110,Emma,Longpoint,Female,13-Mar-82,Langley,N,N,N,N,N,N,N,N,,
2008,Y,66737122,Sam,Brasseur,Male,03-Feb-98,Enderby,N,N,N,Y,N,N,Y,N,,
2021,Y,58309639,Naomi,Stewart,Female,29-Nov-92,Victoria,N,N,N,Y,N,N,N,N,,
2012,Y,17531992,Madison,Levesque,Female,05-Jun-67,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2000,Y,50495733,Mason,Coleman,Male,28-Nov-63,Armstrong,N,N,N,Y,N,N,Y,N,,
2012,N,61239073,Abigail,Reed,Female,16-Jul-99,Delta,N,N,N,N,N,N,N,Y,,
2012,Y,57125600,Joe,Hodgins,Male,06-May-86,Port Coquitlam,N,N,N,N,N,N,N,N,,
2017,Y,74004542,Sofia,Jepp,Female,26-Apr-75,Grand Forks,N,N,N,N,N,N,N,N,,
2022,Y,75612426,Amelia,Walker,Female,09-Sep-77,Langley,Y,N,N,Y,N,N,Y,N,,
2003,Y,66080680,Cam,Belanger,Male,23-Mar-01,Greenwood,N,N,N,Y,N,N,Y,N,,
2014,Y,33008493,Ian,Johnson,Male,30-Sep-90,Courtenay,Y,N,N,Y,N,N,Y,N,,
2020,Y,34983424,Leah,Meyers,Female,04-Feb-60,Merritt,Y,N,N,N,Y,N,N,N,,
2016,Y,64768030,Leah,Coleman,Female,03-Dec-00,Dawson Creek,Y,N,N,Y,N,N,Y,N,,
2014,Y,28767924,Lincoln,Forland,Male,20-Mar-96,Campbell River,N,N,N,Y,N,N,N,N,,
2009,Y,77552464,Hazel,Reed,Female,24-Feb-63,Cranbrook,N,N,N,N,N,N,N,N,,
2015,Y,28499201,Kaitlyn,Carter,Female,28-Nov-58,Merritt,Y,N,N,N,N,N,N,N,,
2008,Y,51071872,Sofia,Simard,Female,16-Sep-62,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2010,Y,62247443,Dylan,Price,Male,04-Apr-89,Kimberley,Y,N,N,Y,N,N,Y,N,,
2011,Y,24573864,Madison,Graham,Female,15-Sep-67,Castlegar,Y,N,N,Y,N,N,Y,N,,
2017,Y,11922148,Owen,Patel,Male,05-Dec-95,Richmond,Y,N,N,N,N,N,N,N,,
2013,Y,47025836,Elijah,Chechock,Male,24-Jul-84,Revelstoke,N,N,N,N,N,N,N,N,,
2021,N,41827265,Emily,Sahdev,Female,20-Dec-91,Port Coquitlam,N,N,N,N,N,N,N,Y,,
2013,Y,17317997,Henry,Levesque,Male,19-May-75,Port Coquitlam,Y,N,Y,Y,N,N,Y,N,,
2003,Y,83739925,Clara,Gauthier,Female,31-Oct-53,Vernon,Y,N,N,N,Y,N,N,N,,
2021,Y,43191319,Kaitlyn,Wood,Female,26-Feb-84,Terrace,N,N,N,Y,N,N,N,N,,
2005,Y,42745316,Leo,Tremblay,Male,19-Aug-59,White Rock,N,N,N,Y,N,N,Y,N,,
2001,Y,52646279,Cam,Smith,Male,21-Jul-52,Quesnel,Y,N,N,N,N,N,N,N,,
